Submitted,Faction,Class,Sex,Homeland,Strength,Intelligence,Willpower,Dexterity,Constitution,Sum
2014-05-30 19:44:38,Human,Rogue,Female,Illian,18,12,17,18,18,83
2014-05-21 21:12:53,Human,Rogue,Male,Illian,11,16,17,17,11,72
2013-03-20 01:09:01,Human,Rogue,Female,Illian,14,12,11,16,18,71
