Submitted,Faction,Class,Sex,Homeland,Strength,Intelligence,Willpower,Dexterity,Constitution,Sum
2013-10-20 21:27:47,Human,Channeler,Female,Amadicia,13,17,15,14,13,72
2013-10-20 21:24:17,Human,Channeler,Female,Amadicia,15,16,17,12,13,73
2013-10-20 21:21:23,Human,Channeler,Female,Amadicia,14,16,14,13,15,72
2013-10-20 21:17:59,Human,Channeler,Female,Amadicia,14,16,15,13,15,73
2013-10-20 21:15:29,Human,Channeler,Female,Amadicia,14,15,18,10,16,73
2013-10-20 21:09:21,Human,Channeler,Male,Amadicia,14,16,15,12,13,70
2013-10-20 21:05:00,Human,Channeler,Male,Amadicia,12,18,18,9,13,70
2013-10-20 21:01:48,Human,Channeler,Male,Amadicia,12,16,15,13,14,70
