2013-09-19 18:55:11,Human,Channeler,Male,Arafel,15,15,15,16,12
2013-09-19 18:55:10,Human,Channeler,Male,Arafel,15,14,16,13,13
2013-09-19 18:55:10,Human,Channeler,Male,Arafel,14,15,17,16,9
2013-09-19 18:55:10,Human,Channeler,Male,Arafel,15,15,15,15,12
2013-09-19 18:55:09,Human,Channeler,Male,Arafel,15,15,15,15,12
2013-09-19 18:55:08,Human,Channeler,Male,Arafel,13,17,15,15,11
2013-09-19 18:55:07,Human,Channeler,Male,Arafel,12,17,15,15,14
2013-09-19 18:55:07,Human,Channeler,Male,Arafel,16,16,14,13,11
2013-09-19 18:55:07,Human,Channeler,Male,Arafel,14,17,14,13,12
2013-09-19 18:55:06,Human,Channeler,Male,Arafel,15,14,17,12,15
2013-09-19 18:55:06,Human,Channeler,Male,Arafel,15,15,17,14,12
2013-09-19 18:55:05,Human,Channeler,Male,Arafel,14,16,15,13,12
2013-09-19 18:55:05,Human,Channeler,Male,Arafel,15,15,16,13,11
2013-09-19 18:55:03,Human,Channeler,Male,Arafel,15,15,15,16,12
2013-09-19 18:55:03,Human,Channeler,Male,Arafel,15,15,15,13,12
2013-09-19 18:55:02,Human,Channeler,Male,Arafel,13,19,15,14,12
2013-09-19 18:55:00,Human,Channeler,Male,Arafel,15,13,17,14,14
2013-09-19 18:54:59,Human,Channeler,Male,Arafel,15,13,16,14,12
2013-09-19 18:54:58,Human,Channeler,Male,Arafel,16,18,17,13,12
2013-09-19 18:54:58,Human,Channeler,Male,Arafel,14,15,15,16,10
2013-09-19 18:54:57,Human,Channeler,Male,Arafel,15,15,17,12,12
2013-09-19 18:54:57,Human,Channeler,Male,Arafel,15,15,15,17,10
2013-09-19 18:54:56,Human,Channeler,Male,Arafel,17,17,15,13,12
2013-09-19 18:54:56,Human,Channeler,Male,Arafel,14,14,17,13,12
2013-09-19 18:54:55,Human,Channeler,Male,Arafel,15,16,16,12,11
2013-09-19 18:54:55,Human,Channeler,Male,Arafel,14,16,17,12,12
2013-09-19 18:54:54,Human,Channeler,Male,Arafel,14,17,18,13,12
2013-09-19 18:54:54,Human,Channeler,Male,Arafel,16,16,13,13,13
2013-09-19 18:54:54,Human,Channeler,Male,Arafel,16,18,13,14,12
2013-09-19 18:54:53,Human,Channeler,Male,Arafel,18,16,13,14,12
2013-09-19 18:54:53,Human,Channeler,Male,Arafel,14,15,15,15,11
2013-09-19 18:54:52,Human,Channeler,Male,Arafel,15,15,13,14,13
2013-09-19 18:54:51,Human,Channeler,Male,Arafel,14,16,17,16,12
2013-09-19 18:54:51,Human,Channeler,Male,Arafel,14,16,16,14,13
2013-09-19 18:54:51,Human,Channeler,Male,Arafel,14,16,15,13,12
2013-09-19 18:54:50,Human,Channeler,Male,Arafel,14,13,15,13,15
2013-09-19 18:54:49,Human,Channeler,Male,Arafel,15,17,15,16,11
2013-09-19 18:54:49,Human,Channeler,Male,Arafel,14,18,15,15,12
2013-09-19 18:54:49,Human,Channeler,Male,Arafel,16,17,13,16,10
2013-09-19 18:54:48,Human,Channeler,Male,Arafel,14,15,15,12,15
2013-09-19 18:54:48,Human,Channeler,Male,Arafel,14,15,14,15,12
2013-09-19 18:54:47,Human,Channeler,Male,Arafel,18,14,15,13,13
2013-09-19 18:54:47,Human,Channeler,Male,Arafel,14,15,15,16,14
2013-09-19 18:54:46,Human,Channeler,Male,Arafel,14,18,16,13,12
2013-09-19 18:54:46,Human,Channeler,Male,Arafel,14,18,17,12,14
2013-09-19 18:54:45,Human,Channeler,Male,Arafel,13,15,16,15,15
2013-09-19 18:54:45,Human,Channeler,Male,Arafel,15,14,17,13,14
2013-09-19 18:54:44,Human,Channeler,Male,Arafel,14,12,16,15,14
2013-09-19 18:54:43,Human,Channeler,Male,Arafel,14,19,15,13,12
2013-09-19 18:54:43,Human,Channeler,Male,Arafel,14,18,15,15,11
2013-09-19 18:54:42,Human,Channeler,Male,Arafel,14,15,15,15,14
2013-09-19 18:54:42,Human,Channeler,Male,Arafel,17,18,13,15,12
2013-09-19 18:54:41,Human,Channeler,Male,Arafel,14,15,17,13,12
2013-09-19 18:54:41,Human,Channeler,Male,Arafel,16,15,14,13,12
2013-09-19 18:54:40,Human,Channeler,Male,Arafel,13,17,14,13,14
2013-09-19 18:54:40,Human,Channeler,Male,Arafel,14,15,14,13,15
2013-09-19 18:54:39,Human,Channeler,Male,Arafel,14,18,15,15,12
2013-09-19 18:54:39,Human,Channeler,Male,Arafel,16,15,18,11,12
2013-09-19 18:54:38,Human,Channeler,Male,Arafel,14,15,16,14,12
2013-09-19 18:54:38,Human,Channeler,Male,Arafel,17,17,18,13,12
2013-09-19 18:54:37,Human,Channeler,Male,Arafel,15,16,18,13,14
2013-09-19 18:54:37,Human,Channeler,Male,Arafel,14,15,15,17,10
2013-09-19 18:54:36,Human,Channeler,Male,Arafel,16,19,16,15,12
2013-09-19 18:54:36,Human,Channeler,Male,Arafel,15,15,13,15,14
2013-09-19 18:54:35,Human,Channeler,Male,Arafel,15,15,16,14,12
2013-09-19 18:54:34,Human,Channeler,Male,Arafel,16,16,13,14,12
2013-09-19 18:54:34,Human,Channeler,Male,Arafel,14,15,16,13,12
2013-09-19 18:54:33,Human,Channeler,Male,Arafel,13,15,18,11,15
2013-09-19 18:54:33,Human,Channeler,Male,Arafel,15,17,15,13,13
2013-09-19 18:54:33,Human,Channeler,Male,Arafel,14,15,15,13,16
2013-09-19 18:54:32,Human,Channeler,Male,Arafel,15,15,15,14,16
2013-09-19 18:54:32,Human,Channeler,Male,Arafel,16,15,14,13,13
2013-09-19 18:54:32,Human,Channeler,Male,Arafel,14,15,15,13,14
2013-09-19 18:54:31,Human,Channeler,Male,Arafel,14,15,17,14,12
2013-09-19 18:54:31,Human,Channeler,Male,Arafel,16,16,13,13,13
2013-09-19 18:54:30,Human,Channeler,Male,Arafel,17,16,17,11,12
2013-09-19 18:54:30,Human,Channeler,Male,Arafel,15,17,15,13,12
2013-09-19 18:54:29,Human,Channeler,Male,Arafel,13,15,16,13,13
2013-09-19 18:54:29,Human,Channeler,Male,Arafel,16,15,17,16,12
2013-09-19 18:54:29,Human,Channeler,Male,Arafel,17,15,15,13,10
2013-09-19 18:54:28,Human,Channeler,Male,Arafel,14,16,13,16,14
2013-09-19 18:54:28,Human,Channeler,Male,Arafel,16,15,19,12,12
2013-09-19 18:54:27,Human,Channeler,Male,Arafel,14,15,18,13,13
2013-09-19 18:54:27,Human,Channeler,Male,Arafel,14,16,15,15,10
2013-09-19 18:54:26,Human,Channeler,Male,Arafel,15,15,18,14,13
2013-09-19 18:54:26,Human,Channeler,Male,Arafel,16,13,15,14,14
2013-09-19 18:54:26,Human,Channeler,Male,Arafel,14,15,17,13,13
2013-09-19 18:54:25,Human,Channeler,Male,Arafel,15,15,13,13,15
2013-09-19 18:54:25,Human,Channeler,Male,Arafel,14,18,17,14,14
2013-09-19 18:54:24,Human,Channeler,Male,Arafel,12,14,16,14,14
2013-09-19 18:54:24,Human,Channeler,Male,Arafel,15,14,16,13,12
2013-09-19 18:54:24,Human,Channeler,Male,Arafel,14,15,14,15,15
2013-09-19 18:54:23,Human,Channeler,Male,Arafel,17,15,15,12,12
2013-09-19 18:54:22,Human,Channeler,Male,Arafel,14,16,15,13,12
2013-09-19 18:54:21,Human,Channeler,Male,Arafel,16,17,18,13,11
2013-09-19 18:54:21,Human,Channeler,Male,Arafel,14,18,14,13,13
2013-09-19 18:54:20,Human,Channeler,Male,Arafel,14,15,14,15,12
2013-09-19 18:54:20,Human,Channeler,Male,Arafel,15,17,16,15,11
2013-09-19 18:54:19,Human,Channeler,Male,Arafel,14,15,17,14,10
2013-09-19 18:54:19,Human,Channeler,Male,Arafel,14,17,15,13,14
2013-09-19 18:54:19,Human,Channeler,Male,Arafel,14,17,15,15,10
2013-09-19 18:54:18,Human,Channeler,Male,Arafel,16,18,15,9,12
2013-09-19 18:54:17,Human,Channeler,Male,Arafel,14,15,16,15,12
2013-09-19 18:54:17,Human,Channeler,Male,Arafel,15,13,15,14,14
2013-09-19 18:54:17,Human,Channeler,Male,Arafel,14,17,15,14,14
2013-09-19 18:54:16,Human,Channeler,Male,Arafel,14,15,17,14,12
2013-09-19 18:54:16,Human,Channeler,Male,Arafel,14,16,19,15,10
2013-09-19 18:54:15,Human,Channeler,Male,Arafel,14,16,17,13,12
2013-09-19 18:54:15,Human,Channeler,Male,Arafel,14,18,14,13,14
2013-09-19 18:54:15,Human,Channeler,Male,Arafel,14,17,15,15,12
2013-09-19 18:54:14,Human,Channeler,Male,Arafel,16,15,15,15,12
2013-09-19 18:54:14,Human,Channeler,Male,Arafel,14,14,17,13,12
2013-09-19 18:54:13,Human,Channeler,Male,Arafel,14,14,17,14,12
2013-09-19 18:54:13,Human,Channeler,Male,Arafel,15,12,18,13,12
2013-09-19 18:54:13,Human,Channeler,Male,Arafel,16,16,14,15,10
2013-09-19 18:54:12,Human,Channeler,Male,Arafel,17,17,15,13,12
2013-09-19 18:54:12,Human,Channeler,Male,Arafel,13,17,16,13,12
2013-09-19 18:54:11,Human,Channeler,Male,Arafel,14,17,15,10,14
2013-09-19 18:54:11,Human,Channeler,Male,Arafel,17,15,15,11,12
2013-09-19 18:54:11,Human,Channeler,Male,Arafel,13,17,14,15,15
2013-09-19 18:54:10,Human,Channeler,Male,Arafel,15,15,15,14,14
2013-09-19 18:54:10,Human,Channeler,Male,Arafel,14,17,15,17,12
2013-09-19 18:54:09,Human,Channeler,Male,Arafel,15,15,14,15,14
2013-09-19 18:54:09,Human,Channeler,Male,Arafel,16,16,15,10,14
2013-09-19 18:54:09,Human,Channeler,Male,Arafel,15,16,16,12,11
2013-09-19 18:54:08,Human,Channeler,Male,Arafel,16,15,16,13,12
