Submitted,Faction,Class,Sex,Homeland,Strength,Intelligence,Willpower,Dexterity,Constitution,Sum
2015-04-11 21:03:17,Human,Warrior,Male,Borderlands,19,13,13,19,18,82
2013-11-24 19:13:42,Human,Warrior,Male,Borderlands,15,14,12,16,13,70
2013-10-05 17:35:53,Human,Warrior,Male,Borderlands,16,12,12,15,16,71
2012-04-15 22:16:00,Human,Warrior,Male,Borderlands,17,9,11,18,16,71
2012-04-15 22:07:43,Human,Warrior,Male,Borderlands,19,12,13,10,17,71
2012-04-15 21:58:16,Human,Warrior,Male,Borderlands,18,11,13,14,17,73
2012-04-13 13:19:38,Human,Warrior,Male,Borderlands,16,12,11,14,17,70
