Submitted,Faction,Class,Sex,Homeland,Strength,Intelligence,Willpower,Dexterity,Constitution
2012-09-03 17:03:07,Darkside,Warrior,Male,Beaked,17,12,7,13,16
2012-09-03 17:02:33,Darkside,Warrior,Male,Beaked,14,13,7,15,16
2012-09-03 17:02:08,Darkside,Warrior,Male,Beaked,14,14,8,15,14
2012-09-03 17:01:25,Darkside,Warrior,Male,Beaked,17,11,9,12,18
