Submitted,Faction,Class,Sex,Homeland,Strength,Intelligence,Willpower,Dexterity,Constitution
2013-09-19 18:57:05,Human,Channeler,Male,Saldaea,15,16,16,14,9
2013-09-19 18:57:05,Human,Channeler,Male,Saldaea,16,14,14,14,13
2013-09-19 18:57:04,Human,Channeler,Male,Saldaea,14,17,15,15,12
2013-09-19 18:57:04,Human,Channeler,Male,Saldaea,14,18,15,13,14
2013-09-19 18:57:03,Human,Channeler,Male,Saldaea,16,17,17,13,13
2013-09-19 18:57:03,Human,Channeler,Male,Saldaea,15,14,17,15,12
2013-09-19 18:57:02,Human,Channeler,Male,Saldaea,14,17,15,13,16
2013-09-19 18:57:02,Human,Channeler,Male,Saldaea,13,13,16,15,13
2013-09-19 18:57:01,Human,Channeler,Male,Saldaea,16,13,15,14,12
2013-09-19 18:57:01,Human,Channeler,Male,Saldaea,12,17,15,13,14
2013-09-19 18:57:00,Human,Channeler,Male,Saldaea,13,18,15,15,15
2013-09-19 18:57:00,Human,Channeler,Male,Saldaea,15,14,13,16,12
2013-09-19 18:56:59,Human,Channeler,Male,Saldaea,15,15,14,13,14
2013-09-19 18:56:59,Human,Channeler,Male,Saldaea,16,17,13,13,14
2013-09-19 18:56:58,Human,Channeler,Male,Saldaea,14,16,14,13,14
2013-09-19 18:56:58,Human,Channeler,Male,Saldaea,16,15,14,14,14
2013-09-19 18:56:57,Human,Channeler,Male,Saldaea,14,15,17,15,12
2013-09-19 18:56:57,Human,Channeler,Male,Saldaea,14,15,15,13,13
2013-09-19 18:56:55,Human,Channeler,Male,Saldaea,17,15,12,13,14
2013-09-19 18:56:54,Human,Channeler,Male,Saldaea,14,14,17,13,12
2013-09-19 18:56:53,Human,Channeler,Male,Saldaea,14,15,15,15,13
2013-09-19 18:56:53,Human,Channeler,Male,Saldaea,16,16,16,15,14
2013-09-19 18:56:53,Human,Channeler,Male,Saldaea,16,15,14,13,12
2013-09-19 18:56:52,Human,Channeler,Male,Saldaea,14,13,14,15,14
2013-09-19 18:56:51,Human,Channeler,Male,Saldaea,14,15,17,15,12
2013-09-19 18:56:50,Human,Channeler,Male,Saldaea,14,16,17,13,12
2013-09-19 18:56:50,Human,Channeler,Male,Saldaea,16,15,15,16,12
2013-09-19 18:56:49,Human,Channeler,Male,Saldaea,15,15,15,13,15
2013-09-19 18:56:49,Human,Channeler,Male,Saldaea,14,15,16,15,15
2013-09-19 18:56:48,Human,Channeler,Male,Saldaea,15,15,15,14,12
2013-09-19 18:56:47,Human,Channeler,Male,Saldaea,15,19,16,10,12
2013-09-19 18:56:47,Human,Channeler,Male,Saldaea,14,17,12,13,14
2013-09-19 18:56:46,Human,Channeler,Male,Saldaea,16,15,15,13,12
2013-09-19 18:56:46,Human,Channeler,Male,Saldaea,13,17,17,12,14
2013-09-19 18:56:45,Human,Channeler,Male,Saldaea,16,15,17,14,14
2013-09-19 18:56:44,Human,Channeler,Male,Saldaea,15,17,15,13,12
2013-09-19 18:56:44,Human,Channeler,Male,Saldaea,15,14,15,14,12
2013-09-19 18:56:43,Human,Channeler,Male,Saldaea,13,15,17,15,14
2013-09-19 18:56:43,Human,Channeler,Male,Saldaea,14,15,15,13,13
2013-09-19 18:56:42,Human,Channeler,Male,Saldaea,14,16,15,15,15
2013-09-19 18:56:42,Human,Channeler,Male,Saldaea,12,17,16,13,14
2013-09-19 18:56:41,Human,Channeler,Male,Saldaea,14,15,17,14,10
2013-09-19 18:56:41,Human,Channeler,Male,Saldaea,15,17,18,14,11
2013-09-19 18:56:40,Human,Channeler,Male,Saldaea,14,17,13,14,12
2013-09-19 18:56:40,Human,Channeler,Male,Saldaea,16,16,15,13,12
2013-09-19 18:56:39,Human,Channeler,Male,Saldaea,15,15,17,15,12
2013-09-19 18:56:39,Human,Channeler,Male,Saldaea,13,15,17,15,10
2013-09-19 18:56:38,Human,Channeler,Male,Saldaea,16,15,17,15,12
2013-09-19 18:56:38,Human,Channeler,Male,Saldaea,12,17,16,13,12
2013-09-19 18:56:37,Human,Channeler,Male,Saldaea,15,17,15,13,15
2013-09-19 18:56:36,Human,Channeler,Male,Saldaea,16,18,15,13,11
2013-09-19 18:56:36,Human,Channeler,Male,Saldaea,14,14,16,14,14
2013-09-19 18:56:35,Human,Channeler,Male,Saldaea,16,15,13,14,15
2013-09-19 18:56:35,Human,Channeler,Male,Saldaea,12,15,18,13,12
2013-09-19 18:56:34,Human,Channeler,Male,Saldaea,14,16,15,13,14
2013-09-19 18:56:34,Human,Channeler,Male,Saldaea,14,15,19,12,12
2013-09-19 18:56:33,Human,Channeler,Male,Saldaea,15,14,15,13,13
2013-09-19 18:56:33,Human,Channeler,Male,Saldaea,16,15,17,13,12
2013-09-19 18:56:33,Human,Channeler,Male,Saldaea,14,17,16,13,10
2013-09-19 18:56:32,Human,Channeler,Male,Saldaea,14,15,15,12,14
2013-09-19 18:56:32,Human,Channeler,Male,Saldaea,13,17,15,13,12
2013-09-19 18:56:31,Human,Channeler,Male,Saldaea,14,17,18,15,10
2013-09-19 18:56:31,Human,Channeler,Male,Saldaea,16,15,16,14,11
2013-09-19 18:56:30,Human,Channeler,Male,Saldaea,14,12,15,15,14
2013-09-19 18:56:29,Human,Channeler,Male,Saldaea,14,17,17,13,13
2013-09-19 18:56:29,Human,Channeler,Male,Saldaea,14,16,15,12,13
2013-09-19 18:56:28,Human,Channeler,Male,Saldaea,13,15,17,13,13
2013-09-19 18:56:28,Human,Channeler,Male,Saldaea,14,17,18,13,14
2013-09-19 18:56:28,Human,Channeler,Male,Saldaea,16,15,19,11,9
2013-09-19 18:56:27,Human,Channeler,Male,Saldaea,14,14,15,15,12
2013-09-19 18:56:27,Human,Channeler,Male,Saldaea,15,18,16,15,10
2013-09-19 18:56:26,Human,Channeler,Male,Saldaea,15,15,17,13,12
2013-09-19 18:56:25,Human,Channeler,Male,Saldaea,14,15,17,14,11
2013-09-19 18:56:25,Human,Channeler,Male,Saldaea,18,15,16,16,9
2013-09-19 18:56:24,Human,Channeler,Male,Saldaea,15,16,14,13,12
2013-09-19 18:56:24,Human,Channeler,Male,Saldaea,13,13,15,15,14
2013-09-19 18:56:23,Human,Channeler,Male,Saldaea,14,18,15,13,10
2013-09-19 18:56:23,Human,Channeler,Male,Saldaea,15,14,14,14,14
2013-09-19 18:56:22,Human,Channeler,Male,Saldaea,14,15,17,13,12
2013-09-19 18:56:22,Human,Channeler,Male,Saldaea,16,14,16,13,13
2013-09-19 18:56:21,Human,Channeler,Male,Saldaea,14,16,18,13,12
2013-09-19 18:56:21,Human,Channeler,Male,Saldaea,13,18,16,13,13
2013-09-19 18:56:21,Human,Channeler,Male,Saldaea,17,13,15,13,13
2013-09-19 18:56:20,Human,Channeler,Male,Saldaea,15,14,14,17,14
2013-09-19 18:56:20,Human,Channeler,Male,Saldaea,15,15,16,11,14
2013-09-19 18:56:19,Human,Channeler,Male,Saldaea,13,16,17,13,12
2013-09-19 18:56:19,Human,Channeler,Male,Saldaea,17,17,17,11,9
2013-09-19 18:56:19,Human,Channeler,Male,Saldaea,16,17,14,13,12
2013-09-19 18:56:18,Human,Channeler,Male,Saldaea,14,18,15,14,10
2013-09-19 18:56:17,Human,Channeler,Male,Saldaea,12,15,15,13,15
2013-09-19 18:56:17,Human,Channeler,Male,Saldaea,16,16,16,13,12
2013-09-19 18:56:17,Human,Channeler,Male,Saldaea,17,15,14,13,13
2013-09-19 18:56:16,Human,Channeler,Male,Saldaea,14,14,15,16,12
2013-09-19 18:56:16,Human,Channeler,Male,Saldaea,13,16,13,13,15
2013-09-19 18:56:15,Human,Channeler,Male,Saldaea,12,19,14,15,12
2013-09-19 18:56:15,Human,Channeler,Male,Saldaea,14,15,17,15,12
2013-09-19 18:56:14,Human,Channeler,Male,Saldaea,15,14,14,15,12
2013-09-19 18:56:14,Human,Channeler,Male,Saldaea,15,15,15,17,14
2013-09-19 18:56:14,Human,Channeler,Male,Saldaea,12,16,15,15,13
2013-09-19 18:56:13,Human,Channeler,Male,Saldaea,14,16,15,13,12
2013-09-19 18:56:13,Human,Channeler,Male,Saldaea,15,14,13,17,12
2013-09-19 18:56:12,Human,Channeler,Male,Saldaea,17,16,18,11,14
2013-09-19 18:56:12,Human,Channeler,Male,Saldaea,12,17,15,16,13
2013-09-19 18:56:11,Human,Channeler,Male,Saldaea,13,17,16,14,12
2013-09-19 18:56:11,Human,Channeler,Male,Saldaea,13,17,14,14,12
2013-09-19 18:56:11,Human,Channeler,Male,Saldaea,15,14,15,15,12
2013-09-19 18:56:10,Human,Channeler,Male,Saldaea,14,16,15,13,12
2012-10-16 22:21:57,Human,Channeler,Male,Saldaea,16,17,16,13,12
2012-10-16 22:17:05,Human,Channeler,Male,Saldaea,14,16,16,12,12
2012-10-16 22:13:22,Human,Channeler,Male,Saldaea,12,17,16,16,15
2012-10-16 22:09:05,Human,Channeler,Male,Saldaea,16,15,15,15,11
2012-09-18 15:20:00,Human,Channeler,Male,Saldaea,16,15,16,13,10
2012-09-18 15:16:41,Human,Channeler,Male,Saldaea,14,17,15,13,12
2012-09-18 15:13:49,Human,Channeler,Male,Saldaea,14,15,15,16,15
