Submitted,Faction,Class,Sex,Homeland,Strength,Intelligence,Willpower,Dexterity,Constitution,Sum
2013-10-05 00:06:00,Human,Hunter,Male,Cairhien,18,16,18,17,13,82
2013-10-05 00:04:05,Human,Hunter,Male,Cairhien,14,16,11,15,14,70
2013-10-05 00:00:40,Human,Hunter,Male,Cairhien,18,16,17,14,14,79
2013-10-04 23:57:45,Human,Hunter,Male,Cairhien,16,15,16,16,13,76
2013-10-04 23:55:05,Human,Hunter,Male,Cairhien,14,16,15,16,11,72
2013-10-04 23:51:31,Human,Hunter,Male,Cairhien,13,15,18,14,10,70
2013-10-04 23:48:27,Human,Hunter,Male,Cairhien,18,14,17,15,14,78
