Submitted,Faction,Class,Sex,Homeland,Strength,Intelligence,Willpower,Dexterity,Constitution,Sum
2012-09-03 17:03:07,Darkside,Warrior,Male,Beaked,17,12,7,13,16,65
2012-09-03 17:02:33,Darkside,Warrior,Male,Beaked,14,13,7,15,16,65
2012-09-03 17:02:08,Darkside,Warrior,Male,Beaked,14,14,8,15,14,65
2012-09-03 17:01:25,Darkside,Warrior,Male,Beaked,17,11,9,12,18,67
2012-08-27 23:38:54,Darkside,Warrior,Female,Beaked,18,9,8,15,19,69
2012-08-27 23:38:27,Darkside,Warrior,Female,Beaked,18,11,7,12,18,66
2012-08-27 23:37:32,Darkside,Warrior,Female,Beaked,19,9,9,14,17,68
