Submitted,Faction,Class,Sex,Homeland,Strength,Intelligence,Willpower,Dexterity,Constitution
2013-09-19 18:02:20,Human,Channeler,Female,Murandy,12,18,19,18,9
2013-09-19 18:02:20,Human,Channeler,Female,Murandy,15,17,15,14,9
2013-09-19 18:02:19,Human,Channeler,Female,Murandy,12,18,18,14,10
2013-09-19 18:02:19,Human,Channeler,Female,Murandy,13,14,15,17,14
2013-09-19 18:02:19,Human,Channeler,Female,Murandy,14,15,19,13,12
2013-09-19 18:02:18,Human,Channeler,Female,Murandy,12,14,18,17,10
2013-09-19 18:02:18,Human,Channeler,Female,Murandy,15,13,15,16,11
2013-09-19 18:02:17,Human,Channeler,Female,Murandy,16,14,15,16,14
2013-09-19 18:02:17,Human,Channeler,Female,Murandy,14,15,15,18,10
2013-09-19 18:02:16,Human,Channeler,Female,Murandy,12,17,19,15,13
2013-09-19 18:02:15,Human,Channeler,Female,Murandy,16,14,17,14,10
2013-09-19 18:02:15,Human,Channeler,Female,Murandy,14,17,15,18,10
2013-09-19 18:02:14,Human,Channeler,Female,Murandy,12,18,14,15,12
2013-09-19 18:02:14,Human,Channeler,Female,Murandy,15,18,19,18,11
2013-09-19 18:02:14,Human,Channeler,Female,Murandy,12,18,17,15,14
2013-09-19 18:02:13,Human,Channeler,Female,Murandy,11,14,19,14,12
2013-09-19 18:02:13,Human,Channeler,Female,Murandy,12,18,17,16,10
2013-09-19 18:02:12,Human,Channeler,Female,Murandy,15,18,19,18,9
2013-09-19 18:02:12,Human,Channeler,Female,Murandy,12,16,17,14,13
2013-09-19 18:02:12,Human,Channeler,Female,Murandy,14,18,15,14,9
2013-09-19 18:02:11,Human,Channeler,Female,Murandy,14,18,18,13,12
2013-09-19 18:02:11,Human,Channeler,Female,Murandy,12,14,18,17,9
2013-09-19 18:02:10,Human,Channeler,Female,Murandy,15,18,19,18,10
2013-09-19 18:02:10,Human,Channeler,Female,Murandy,12,13,18,18,9
2013-09-19 18:02:09,Human,Channeler,Female,Murandy,15,15,15,17,9
2013-09-19 18:02:08,Human,Channeler,Female,Murandy,12,16,19,14,10
2013-09-19 18:02:08,Human,Channeler,Female,Murandy,14,16,15,14,13
2013-09-19 18:02:08,Human,Channeler,Female,Murandy,12,18,18,17,14
2013-09-19 18:02:07,Human,Channeler,Female,Murandy,15,14,18,16,10
2013-09-19 18:02:06,Human,Channeler,Female,Murandy,13,18,14,14,11
2013-09-19 18:02:06,Human,Channeler,Female,Murandy,12,14,19,16,12
